{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Kingdom', 'name': 'Bacteria', 'quantity': '82.57763090965415'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB53380_SGB74412', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB4557_SGB6288', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB6521_SGB9212', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9635_SGB15103', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9266_SGB14216', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'Dysosmobacter_SGB15074', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9616_SGB15051', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'Butyricimonas_synergistica', 'quantity': '0.0051089521784877'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9582_SGB15001', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB4704_SGB6511', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9696_SGB15212', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB3351_SGB4434', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB35551_SGB53794', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB2996_SGB3983', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9093_SGB14023', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB34228_SGB72916', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB84348_SGB119979', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9047_SGB13950', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB4661_SGB6449', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9095_SGB14026', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'Cloacibacillus_porcorum', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9137_SGB14071', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB47174_SGB65105', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9111_SGB14044', 'quantity': '0.0174349193275578'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB3306_SGB4373', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB4231_SGB5722', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB44201_SGB61600', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'Kineothrix_SGB4886', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9769_SGB15388', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB4655_SGB6442', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'Roseburia_sp_AM59_24XD', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB4664_SGB6452', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'Megasphaera_sp_AM44_1BH', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB3111_SGB4123', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9466_SGB14859', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9291_SGB14248', 'quantity': '0.1287902362276069'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB4604_SGB6369', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB3321_SGB4395', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB3160_SGB4174', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB4583_SGB6334', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB4752_SGB6581', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9106_SGB54309', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9542_SGB14947', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9189_SGB14128', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9708_SGB15233', 'quantity': '0.240906109115392'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB74665_SGB13972', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'Pseudomonas_fragi', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9525_SGB14925', 'quantity': '0.0021080627920944'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9350_SGB14317', 'quantity': '0.0008762927684784'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB4546_SGB6267', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB71580_SGB98325', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9253_SGB14199', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'Oscillibacter_hominis', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB3328_SGB4406', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB41366_SGB58424', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9252_SGB14196', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9302_SGB14263', 'quantity': '0.0420207183224164'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9697_SGB15213', 'quantity': '0.045889633564378'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB3130_SGB4143', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9694_SGB15207', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'Traorella_massiliensis', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB9301_SGB14262', 'quantity': '0.0248668740338045'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'Campylobacter_jejuni', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB4584_SGB6338', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB4739_SGB6564', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Species', 'name': 'GGB4642_SGB6422', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB1636', 'quantity': '0.5086135498855695'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB5065', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB5068', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB4317', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB13959', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB4900', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB15323', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB14085', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB15087', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB4194', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB4241', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB2287', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB1798', 'quantity': '0.292384175807048'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB5818', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB4891', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB1585', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB4196', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB14099', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB8672', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB14298', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB4921', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6396', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6526', 'quantity': '1.0973004182190882'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB15013', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB15040', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB101324', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB5099', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'EUK944036', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB14116', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB15107', 'quantity': '0.1913790338705372'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB4963', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6796', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6522', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB4183', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB14222', 'quantity': '0.531107819914154'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6486', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB9389', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB4665', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6460', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB96458', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB4906', 'quantity': '0.002323002527759'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB14019', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6579', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6465', 'quantity': '0.1726710099548126'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB14235', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6503', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6417', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB14011', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB15244', 'quantity': '0.0466419226392039'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6487', 'quantity': '0.5301488580165739'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6421', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB47372', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB9153', 'quantity': '0.262896097456456'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB14209', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB14958', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB49168', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6524', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB4108', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB15119', 'quantity': '0.2093182348856156'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB4957', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB363', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6271', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB3940', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB713', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB4364', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB14111', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6510', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB8769', 'quantity': '0.5359687647053365'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB14110', 'quantity': '0.2745937792243527'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB14202', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB8767', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB4713', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB14193', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB14229', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB14255', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB59548', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB15035', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6289', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB4890', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB8590', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB15000', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB4418', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB14768', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB10116', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6292', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6360', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB3989', 'quantity': '0.0083413151263659'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB3965', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6506', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB15064', 'quantity': '0.0260655764057798'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB74412', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6288', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB9212', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB15103', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB14216', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB15074', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB15051', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB1778', 'quantity': '0.0051089521784877'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB15001', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6511', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB15212', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB4434', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB53794', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB3983', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB14023', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB72916', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB119979', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB13950', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6449', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB14026', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB15507', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB14071', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB65105', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB14044', 'quantity': '0.0174349193275578'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB4373', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB5722', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB61600', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB4886', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB15388', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6442', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB4654', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6452', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB5853', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB4123', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB14859', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB14248', 'quantity': '0.1287902362276069'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6369', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB4395', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB4174', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6334', 'quantity': '0.0'}
{'tool': 'MetaPhlAn', 'sample': 'TEC31T0_output', 'depth': 'Strain', 'name': 'SGB6581', 'quantity': '0.0'}
